title,studio,domestic_gross,foreign_gross,year
Mortal Engines,Uni.,16000000.0,67700000,2018
Mortdecai,LGF,7700000.0,39600000,2015
Moscow Never Sleeps,CAVU,25300.0,,2017
Mother (2010),Magn.,552000.0,16600000,2010
Mother and Child,SPC,1100000.0,3900000,2010
Mother's Day,ORF,32500000.0,15900000,2016
Mountain,Greenwich,365000.0,,2018
Mountains May Depart,KL,82900.0,,2016
Movie 43,Rela.,8800000.0,23600000,2013
Mozart's Sister,MBox,708000.0,132000,2011
Mr. Donkey,CL,356000.0,,2016
Mr. Gaga: A True Story of Love and Dance,Abr.,174000.0,,2017
Mr. Holmes,RAtt.,17700000.0,11600000,2015
Mr. Nobody,Magn.,3600.0,3500000,2013
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
Mr. Pip,Free,1700.0,,2014
Mr. Popper's Penguins,Fox,68200000.0,119100000,2011
Mr. Right,FCW,34700.0,,2016
Mr. Six,CL,1400000.0,137800000,2015
Mr. Turner,SPC,4000000.0,18200000,2014
Mr. X,FIP,45000.0,5000000,2015
Mubarakan,Sony,759000.0,12100000,2017
Much Ado About Nothing (2013),RAtt.,4300000.0,,2013
Mud,RAtt.,21600000.0,11000000,2013
Mugamoodi,UTV,101000.0,,2012
Mukkabaaz,Eros,75900.0,,2018
Munna Michael,Eros,99600.0,,2017
Muppets Most Wanted,BV,51200000.0,29200000,2014
Muran,UTV,30100.0,,2011
Murder 2,Eros,59500.0,,2011
Murder on the Orient Express (2017),Fox,102800000.0,250000000,2017
Museo,Vita.,149000.0,,2018
Museum Hours,CGld,561000.0,,2013
Mustang,Cohen,845000.0,,2015
My Afternoons with Margueritte,Cohen,667000.0,13600000,2011
My Annoying Brother,CJ,52000.0,,2016
My Best Friend's Wedding (2016),Sony,78600.0,5600000,2016
My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000,2016
My Cousin Rachel,FoxS,2700000.0,6500000,2017
My Golden Days,Magn.,269000.0,,2016
My Hero Academia: Two Heroes,FUN,5800000.0,,2018
My Joy,KL,6300.0,,2011
My King (Mon roi),FM,54100.0,7900000,2016
My Kingdom (2011),CL,36500.0,,2011
My Life as a Zucchini,GK,310000.0,,2017
My Little Pony: The Movie,LGF,21900000.0,38400000,2017
"My Love, Don't Cross that River",FM,88000.0,,2016
My Lucky Star,CL,64400.0,,2013
My Name is Khan,FoxS,4000000.0,38300000,2010
My Old Lady,Cohen,4000000.0,,2014
My Piece of the Pie,IFC,6900.0,,2011
My Scientology Movie,Magn.,22900.0,,2017
My Soul to Take,Uni.,14700000.0,6200000,2010
My Way (2012),CJ,70200.0,16500000,2012
My Week with Marilyn,Wein.,14600000.0,20500000,2011
My Worst Nightmare,Strand,22000.0,7100000,2012
Mysteries of Lisbon,MBox,111000.0,14900,2011
Naam Hai Akira,FIP,219000.0,3500000,2016
Namaste England,Eros,104000.0,,2018
Namiya,CL,70800.0,35300000,2018
Nanny McPhee Returns,Uni.,29000000.0,64200000,2010
Napping Princess,GK,48200.0,,2017
Nasty Baby,Orch.,79800.0,,2015
Nebraska,Par.,17700000.0,10000000,2013
Need for Speed,BV,43600000.0,159700000,2014
Neerja,FIP,1600000.0,16000000,2016
Neighbors,Uni.,150200000.0,120500000,2014
Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000,2016
Neil Young Journeys,SPC,215000.0,,2012
Neither Heaven Nor Earth,FM,12800.0,,2016
Nenette,Kino,18000.0,5400,2010
Neon Bull,KL,26700.0,,2016
Neruda,Orch.,939000.0,,2016
Nerve,LGF,38600000.0,46700000,2016
Never Let Me Go,FoxS,2400000.0,7000000,2010
Never Look Away,SPC,1300000.0,,2018
New World (2013),WGUSA,458000.0,31200000,2013
New Year's Eve,WB (NL),54500000.0,87500000,2011
"New York, New York (2016)",CL,92400.0,,2016
News From Planet Mars,KL,300.0,,2016
Next Time I'll Aim for the Heart,Distrib.,800.0,,2016
"Nico, 1988",Magn.,73300.0,,2018
Night Moves,Cdgm.,272000.0,,2014
Night School (2018),Uni.,77300000.0,25800000,2018
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014
Nightcrawler,ORF,32400000.0,6300000,2014
Nine Lives (2016),EC,19700000.0,38100000,2016
Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012
No (2013),SPC,2300000.0,,2013
"No Date, No Signature",Distrib.,36400.0,,2018
No Escape,Wein.,27300000.0,27100000,2015
No Good Deed (2014),SGem,52500000.0,1800000,2014
No Manches Frida,PNT,11500000.0,,2016
No One Killed Jessica,UTV,441000.0,193000,2011
No One Knows About Persian Cats,IFC,81800.0,798000,2010
No One Lives,Anch.,74900.0,,2013
No One's Life Is Easy: So I Married an Anti-Fan,CL,89300.0,,2016
No Problem,Eros,285000.0,369000,2010
No Strings Attached,Par.,70700000.0,78600000,2011
No Tears for the Dead,CJ,63100.0,,2014
Noah,Par.,101200000.0,261399999,2014
Noble,Asp.,347000.0,,2015
Nobody's Fool,Par.,31700000.0,1800000,2018
Nocturnal Animals,Focus,10700000.0,19600000,2016
Noma - My Perfect Storm,Magn.,21100.0,,2015
Non-Stop,Uni.,92200000.0,130600000,2014
Norm of the North,LGF,17100000.0,,2016
North Face,MBox,711000.0,216000,2010
North Sea Texas,Strand,28300.0,16700,2012
Northern Limit Line,WGUSA,338000.0,,2015
Northern Soul,Free,8900.0,,2015
Norwegian Wood,RF,13000.0,17600000,2012
Nostalghia,KL,18800.0,,2013
Nostalgia for the Light,Icar.,164000.0,13700,2011
Nothing to Lose (2018),Swen,1000000.0,,2018
Now You See Me,LG/S,117700000.0,234000000,2013
Now You See Me 2,LG/S,65099999.0,269800000,2016
Nowhere Boy,Wein.,1500000.0,5100000,2010
Nymphomaniac: Volume I,Magn.,786000.0,9500000,2014
Nymphomaniac: Volume II,Magn.,327000.0,1900000,2014
Oasis: Supersonic,A24,243000.0,,2016
Oblivion,Uni.,89100000.0,197100000,2013
Obvious Child,A24,3100000.0,,2014
Ocean's 8,WB,140200000.0,157500000,2018
Oceans,BV,19400000.0,63200000,2010
Octubre,NYer,32100.0,96700,2011
Oculus,Rela.,27700000.0,16300000,2014
Ode to My Father,CJ,2300000.0,,2014
Of Gods and Men,SPC,4000000.0,38200000,2011
Of Horses and Men,MBox,11900.0,,2015
Office Christmas Party,Par.,54800000.0,59700000,2016
Oh Lucy!,FM,375000.0,,2018
Ok Jaanu,FIP,356000.0,5000000,2017
Oldboy (2013),FD,2200000.0,2700000,2013
Olympus Has Fallen,FD,98900000.0,71300000,2013
Omar,AF,356000.0,,2014
On My Way,Cohen,317000.0,,2014
On the Basis of Sex,Focus,24600000.0,13600000,2018
On the Other Side of the Tracks,Wein.,9600.0,25100000,2014
On the Road,IFC,744000.0,8000000,2012
On the Way to School,Distrib.,7400.0,,2015
Once Upon a Deadpool,Fox,6100000.0,44400000,2018
Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012
Ondine,Magn.,550000.0,1100000,2010
One Chance,Wein.,101000.0,10800000,2014
One Day,Focus,13800000.0,45500000,2011
One Direction: This is Us,TriS,28900000.0,39700000,2013
One For the Money,LGF,26400000.0,10500000,2012
One Piece Film: Gold,FUN,424000.0,65800000,2017
One Week and a Day,Osci.,41600.0,,2017
Ong Bak 3,Magn.,14900.0,2300000,2011
Only God Forgives,RTWC,779000.0,9900000,2013
Only Lovers Left Alive,SPC,1900000.0,,2014
Only The Brave,Sony,18300000.0,7400000,2017
Only Yesterday (2016 re-release),GK,453000.0,,2016
Only You,CL,61600.0,,2015
Oolong Courtyard,CL,37700.0,,2018
Open Windows,Cdgm.,1800.0,,2014
Operation Chromite,CJ,1000000.0,,2016
Operation Mekong,WGUSA,800000.0,172300000,2016
Operation Red Sea,WGUSA,1500000.0,577700000,2018
Oranges and Sunshine,Cohen,143000.0,2400000,2011
Oro,Sony,5500.0,,2017
"Oslo, August 31st",Strand,101000.0,,2012
Ouija,Uni.,50900000.0,52700000,2014
Ouija: Origin of Evil,Uni.,35100000.0,46600000,2016
Our Brand Is Crisis (2015),WB,7000000.0,,2015
Our Children,Distrib.,23200.0,,2013
Our Family Wedding,FoxS,20300000.0,1200000,2010
Our Idiot Brother,Wein.,24800000.0,,2011
Our Kind of Traitor,RAtt.,3200000.0,7600000,2016
Our Last Tango,Strand,100000.0,,2016
Our Little Sister,SPC,468000.0,,2016
Our President,CJ,507000.0,,2017
"Out 1, noli me tangere",CFilms,31500.0,,2015
Out of the Furnace,Rela.,11300000.0,4300000,2013
Outrage (2011),Magn.,44700.0,8400000,2011
Outside the Law (Hors-la-loi),,96900.0,3300000,2010
Overboard (2018),PNT,50300000.0,40900000,2018
Overdrive,VE,7800.0,,2017
Overlord,Par.,21700000.0,20000000,2018
Oz The Great and Powerful,BV,234900000.0,258399999,2013
P.K.,UTV,10600000.0,89800000,2014
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,,2011
Pacific Rim,WB,101800000.0,309200000,2013
Pacific Rim Uprising,Uni.,59900000.0,231100000,2018
Pad Man,Sony,1700000.0,25600000,2018
Paddington,W/Dim.,76300000.0,191800000,2015
Paddington 2,WB,40900000.0,186400000,2018
Padmaavat,VPD,11800000.0,11100000,2018
Page One: A Year Inside the New York Times,Magn.,1100000.0,,2011
Pain and Gain,Par.,49900000.0,36300000,2013
Painted Skin: The Resurrection,WGUSA,50400.0,,2012
Palo Alto,Trib.,768000.0,,2014
Pan,WB,35100000.0,93300000,2015
Papa (Luo shan ji dao dan ji hua),Jampa,26700.0,,2016
Papa: Hemingway in Cuba,YFG,1100000.0,,2016
Paper Towns,Fox,32000000.0,53500000,2015
Papillon (2018),BST,2300000.0,2200000,2018
ParaNorman,Focus,56000000.0,51100000,2012
Paradise: Faith,Strand,6500.0,,2013
Paradise: Hope,Strand,6700.0,,2013
Paradise: Love,Strand,24300.0,,2013
Paranoia,Rela.,7400000.0,6400000,2013
Paranormal Activity 2,Par.,84800000.0,92800000,2010
Paranormal Activity 3,Par.,104000000.0,103000000,2011
Paranormal Activity 4,Par.,53900000.0,88900000,2012
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014
Parental Guidance,Fox,77300000.0,42500000,2012
Paris Can Wait,SPC,5600000.0,,2017
Parker,FD,17600000.0,28600000,2013
Passengers (2016),Sony,100000000.0,203100000,2016
Passion,EOne,92200.0,,2013
Pastorela,LGF,161000.0,2700000,2011
Paterson,BST,2200000.0,,2016
Patience (After Sebald),CGld,15900.0,,2012
Patriots Day,LGF,31900000.0,18700000,2016
Patti Cake$,FoxS,800000.0,682000,2017
Paul,Uni.,37400000.0,60600000,2011
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015
"Paul, Apostle of Christ",Affirm,17600000.0,5500000,2018
Paulette,Cohen,29500.0,,2015
Pawn Sacrifice,BST,2400000.0,3100000,2015
"Peace, Love and Misunderstanding",IFC,591000.0,,2012
Pearl Button,KL,42200.0,,2015
Peepli Live,UTV,758000.0,8700000,2010
Peggy Guggenheim Art Addict,SD,498000.0,,2015
Pele: Birth of a Legend,IFC,57000.0,7800000,2016
Penguins of Madagascar,Fox,83400000.0,289700000,2014
People Like Us,BV,12400000.0,,2012
People Places Things,TFA,67000.0,,2015
Peppermint,STX,35400000.0,18400000,2018
Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000,2010
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013
Perfect Sense,IFC,3000.0,,2012
Perrier's Bounty,IFC,800.0,167000,2010
Personal Shopper,IFC,1300000.0,,2017
Personal Tailor,CL,376000.0,115800000,2013
Pete's Dragon (2016),BV,76200000.0,67500000,2016
Peter Rabbit,Sony,115300000.0,236000000,2018
Phantom (2015),UTV,490000.0,,2015
Phantom Boy,GK,34400.0,,2016
Phantom Detective,CJ,67100.0,,2016
Phantom Thread,Focus,21200000.0,26600000,2017
Phantom of the Theatre,WGUSA,44000.0,,2016
Phata Poster Nikla Hero,Eros,411000.0,,2013
Phillauri,FIP,468000.0,5000000,2017
Philomena,Wein.,37700000.0,62400000,2013
Phoenix (2015),IFC,3200000.0,,2015
Picture Me,Strand,12000.0,10400,2010
Pieta,Drft.,22100.0,3600000,2013
Piku,Yash,1800000.0,,2015
Pina,IFC,3500000.0,11100000,2011
Pioneer,Magn.,6900.0,,2014
Piranha 3D,W/Dim.,25000000.0,58200000,2010
Piranha 3DD,W/Dim.,377000.0,8100000,2012
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011
Pitch Perfect,Uni.,65000000.0,50300000,2012
Pitch Perfect 2,Uni.,184300000.0,103200000,2015
Pitch Perfect 3,Uni.,104900000.0,80500000,2017
Pixels,Sony,78700000.0,166100000,2015
Planes,BV,90300000.0,149000000,2013
Planes: Fire & Rescue,BV,59200000.0,92200000,2014
Plastic Planet,FRun,3200.0,836000,2011
Playing for Keeps,FD,13100000.0,,2012
Please Give,SPC,4000000.0,280000,2010
Plot for Peace,,7100.0,,2014
Poetry,Kino,356000.0,1900000,2011
Point Blank,Magn.,708000.0,8500000,2011
Point Break (2015),WB,28800000.0,104900000,2015
Pokemon the Movie: I Choose You!,Fathom,2400000.0,,2017
Pokemon the Movie: The Power of Us,Fathom,789000.0,,2018
Policeman,Crnth,11300.0,27000,2014
Polisse,IFC,211000.0,20200000,2012
Poltergeist (2015),Fox,47400000.0,48000000,2015
Pompeii,TriS,23200000.0,94600000,2014
Pop Aye,KL,78000.0,,2017
Pope Francis - A Man of His Word,Focus,2000000.0,6600000,2018
Populaire,Wein.,179000.0,5300000,2013
Porto,KL,15100.0,,2017
Post Tenebras Lux,Strand,39200.0,,2013
Poster Boys,Sony,97000.0,2400000,2017
Postman Pat: The Movie,Shout!,1500.0,1300000,2014
Potiche,MBox,1600000.0,21600000,2011
Power Rangers (2017),LGF,85400000.0,57000000,2017
Predators,Fox,52000000.0,75200000,2010
Predestination,VE,68400.0,,2015
Prem Ratan Dhan Payo,FIP,4400000.0,48200000,2015
Premium Rush,Sony,20300000.0,10800000,2012
Pride (2014),CBS,1400000.0,6100000,2014
Pride and Prejudice and Zombies,SGem,10900000.0,5500000,2016
Priest,SGem,29100000.0,49200000,2011
Prince of Persia: The Sands of Time,BV,90800000.0,245600000,2010
Prisoners,WB,61000000.0,61100000,2013
Project Almanac,Par.,22300000.0,10900000,2015
Project Nim,RAtt.,411000.0,,2011
Project X,WB,54700000.0,48000000,2012
Prom,BV,10100000.0,,2011
Prometheus,Fox,126500000.0,276900000,2012
Promised Land (2012),Focus,7600000.0,541000,2012
Protektor,FM,3000.0,469000,2011
Proud Mary,SGem,20900000.0,876000,2018
Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000,2013
Pulling Strings,LGF,5800000.0,2000000,2013
Puncture,MNE,68900.0,,2011
Puss in Boots,P/DW,149300000.0,405700000,2011
Pyaar Ka Punchnama 2,Rel.,223000.0,,2015
Quartet,Wein.,18400000.0,41100000,2013
Queen and Country,BBC,41300.0,,2015
Queen of Earth,IFC,91200.0,,2015
Queen of Katwe,BV,8900000.0,1500000,2016
Qué León (What A Lion),Spanglish,2600000.0,5200000,2018
R... Rajkumar,Eros,167000.0,,2013
R.I.P.D.,Uni.,33600000.0,44700000,2013
RA One,Eros,2500000.0,33400000,2011
REC 4: Apocalypse,Magn.,800.0,,2015
RV: Resurrected Victims,WGUSA,20400.0,,2017
Raajneeti,UTV,1500000.0,11100000,2010
Raanjhana,Eros,903000.0,,2013
Raavan,Relbig.,709000.0,648000,2010
Rabbit Hole,LGF,2200000.0,2900000,2010
Race (2016),Focus,19200000.0,5900000,2016
Race 2,UTV,1600000.0,,2013
Racer & the Jailbird,Super,46300.0,,2018
Rage (Rabia),Strand,5600.0,403000,2011
Ragnarok,Magn.,1400.0,3700000,2014
Raid (2018),Eros,1000000.0,,2018
Raiders of the Lost Ark (IMAX),Par.,3100000.0,,2012
Railroad Tigers,WGUSA,218000.0,102000000,2017
Ralph Breaks the Internet,BV,201100000.0,328100000,2018
Ram-Leela,Eros,2700000.0,,2013
Ramona and Beezus,Fox,26200000.0,1100000,2010
Rampage (2018),WB (NL),101000000.0,327000000,2018
Rampart,MNE,973000.0,,2012
Rams (Hrútar),Cohen,149000.0,,2016
Ran (2016 re-issue),Rialto,66100.0,,2016
Rangeelay,Eros,148000.0,,2013
Rango,Par.,123500000.0,122200000,2011
Rapt,Lorb.,45800.0,2900000,2011
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000,2010
Rascals,Eros,274000.0,,2011
Ratchet & Clank,Focus,8800000.0,,2016
Raw (2017),FCW,515000.0,2600000,2017
Ready,Eros,955000.0,,2011
Ready Player One,WB,137700000.0,445200000,2018
Real Steel,BV,85500000.0,213800000,2011
Reality (2013),Osci.,72600.0,2200000,2013
Rec 3: Genesis,Magn.,9600.0,10100000,2012
Red,Sum.,90400000.0,108600000,2010
Red 2,LG/S,53300000.0,94800000,2013
Red Army,SPC,695000.0,,2015
Red Dawn (2012),FD,44800000.0,,2012
Red Hill,Strand,21100.0,300000,2010
Red Lights (2012),MNE,52600.0,13500000,2012
Red Obsession,A23,13200.0,,2013
Red Riding Hood,WB,37700000.0,51500000,2011
Red Sparrow,Fox,46900000.0,104700000,2018
Red State,SMod,1100000.0,,2011
Red Tails,Fox,49900000.0,489000,2012
Redemption (2013),RAtt.,36900.0,,2013
Regression,W/Dim.,55000.0,17600000,2016
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200,2018
Remember (Canada Release),EOne,547000.0,2500000,2015
Remember (US Release),A24,638000.0,,2016
Remember Me,Sum.,19100000.0,37000000,2010
Remember You,CJ,14800.0,,2016
Renoir,Gold.,2300000.0,,2013
Repo Men,Uni.,13800000.0,4600000,2010
Resident Evil: Afterlife,SGem,60100000.0,240100000,2010
Resident Evil: Retribution,SGem,42300000.0,197700000,2012
Resident Evil: The Final Chapter,SGem,26800000.0,285400000,2017
Restless (2011),SPC,163000.0,,2011
Restrepo,NGE,1300000.0,105000,2010
Return (2012),Da.,16100.0,,2012
Return of the Hero,Distrib.,37100.0,7300000,2018
Return to The Hiding Place,SEA,45400.0,,2014
Reuniting the Rubins,Mont.,13600.0,,2012
Revenge (2018),Neon,102000.0,,2018
Revenge of the Electric Car,A23,151000.0,,2011
Ricki and the Flash,TriS,26800000.0,14500000,2015
Riddick,Uni.,42000000.0,56300000,2013
Ride Along,Uni.,134900000.0,19500000,2014
Ride Along 2,Uni.,91200000.0,33400000,2016
"Right Now, Wrong Then",Ghop,24500.0,,2016
Rigor Mortis,WGUSA,7900.0,,2014
Rings,Par.,27800000.0,55300000,2017
Rio,Fox,143600000.0,341000000,2011
Rio 2,Fox,131500000.0,368600000,2014
"Rio, I Love You",Scre.,32000.0,,2016
Rise of the Guardians,P/DW,103400000.0,203500000,2012
Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011
Risen,Sony,36900000.0,9200000,2016
Rising From Ashes,FRun,38600.0,,2013
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000,2014
Road to Nowhere,Mont.,40300.0,121000,2011
Robin Hood,Uni.,105300000.0,216400000,2010
Robin Hood (2018),LG/S,30800000.0,54000000,2018
RoboCop (2014),Sony,58600000.0,184100000,2014
Robot & Frank,Gold.,3300000.0,,2012
Rock Dog,LG/S,9400000.0,,2017
Rock On 2,Eros,98900.0,,2016
Rock The Kasbah,ORF,3000000.0,,2015
Rock of Ages,WB (NL),38500000.0,20900000,2012
Rockstar (2011),Eros,987000.0,,2011
Rodin,Cohen,44300.0,,2018
Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016
"Roman J. Israel, Esq.",Sony,12000000.0,1100000,2017
Romeo and Juliet (2013),Rela.,1200000.0,,2013
Room,A24,14700000.0,20700000,2015
Rosewater,ORF,3100000.0,,2014
Rough Night,Sony,22100000.0,25200000,2017
Rowdy Rathore,UTV,777000.0,28600000,2012
Rubber,Magn.,100000.0,,2011
Ruby Sparks,FoxS,2500000.0,6600000,2012
Rudderless,Gold.,58300.0,,2014
Rules Don't Apply,Fox,3700000.0,233000,2016
Run All Night,WB,26500000.0,45200000,2015
Runner Runner,Fox,19300000.0,43400000,2013
Running Man (2015),CL,311000.0,,2015
Rush (2013),Uni.,26900000.0,63300000,2013
Rust and Bone,SPC,2100000.0,23700000,2012
Rustom,Zee,1100000.0,571000,2016
Ryuichi Sakamoto: Coda,MUBI,117000.0,,2018
Saala Khadoos,UTV,76900.0,,2016
Sabotage (2014),ORF,10500000.0,7000000,2014
Safe (2012),LGF,17100000.0,23200000,2012
Safe Haven,Rela.,71300000.0,26200000,2013
Safe House,Uni.,126400000.0,81700000,2012
Safety Not Guaranteed,FD,4000000.0,,2012
Saint John of Las Vegas,IVP,103000.0,9100,2010
Saint Laurent,SPC,429000.0,,2015
Salinger,Wein.,584000.0,67000,2013
Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012
Salt,Sony,118300000.0,175200000,2010
Salt of this Sea,Lorb.,11700.0,545000,2010
Salut D'Amour,CJ,22500.0,,2015
Samba,BG,152000.0,,2015
Samsara,Osci.,2700000.0,,2012
San Andreas,WB (NL),155200000.0,318800000,2015
Sanam Teri Kasam,Eros,22100.0,,2016
Sanctum,Uni.,23200000.0,85400000,2011
Sanju,FIP,7900000.0,63600000,2018
Sarah's Key,Wein.,7700000.0,13400000,2011
Satanic,Magn.,300.0,,2016
Satyagraha,UTV,739000.0,,2013
Sausage Party,Sony,97700000.0,43000000,2016
Savages (2012),Uni.,47400000.0,35600000,2012
Saving Mr. Banks,BV,83300000.0,34600000,2013
Saving Mr. Wu,UEP,92700.0,,2015
Saving Private Perez,LGF,1400000.0,7900000,2011
Saw 3D,LGF,45700000.0,90400000,2010
Scary Movie 5,W/Dim.,32000000.0,46400000,2013
Schindler's List (2018 re-release),Uni.,833000.0,,2018
Score: A Film Music Documentary,Grav.,101000.0,,2017
Scott Pilgrim vs. the World,Uni.,31500000.0,16100000,2010
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015
Scream 4,W/Dim.,38200000.0,59000000,2011
Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000,2010
Search Party,FCW,4600.0,,2016
Searching,SGem,26000000.0,49400000,2018
Searching for Sugar Man,SPC,3700000.0,,2012
Season of the Witch,Rela.,24800000.0,66800000,2011
Seasons,MBox,150000.0,,2016
Second Act,STX,39300000.0,33000000,2018
Secret Superstar,,,122000000,2017
Secretariat,BV,59700000.0,537000,2010
Seeking Justice,Anch.,412000.0,11900000,2012
Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012
Self/Less,Focus,12300000.0,18200000,2015
Selma,Par.,52100000.0,14700000,2014
Senna,PDA,1600000.0,6600000,2011
Seondal: The Man Who Sells the River,CJ,97500.0,,2016
Serena,Magn.,176000.0,4900000,2015
Serial Killer 1,KL,10300.0,,2016
Seven Psychopaths,CBS,15000000.0,4400000,2012
Seventh Son,Uni.,17200000.0,97000000,2015
Sex Tape,Sony,38500000.0,87500000,2014
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000,2011
Sex and the City 2,WB (NL),95300000.0,193000000,2010
Seymour: An Introduction,IFC,744000.0,,2015
Shaadi Ke Side Effects,Eros,921000.0,,2014
Shaandaar,FIP,522000.0,7800000,2015
Shadow Dancer,Magn.,101000.0,319000,2013
Shame,FoxS,3900000.0,13800000,2011
Shamitabh,Eros,325000.0,,2015
Shanghai,Wein.,46400.0,9200000,2015
Shaolin,Vari.,66100.0,33600000,2011
Shark Night 3D,Rela.,18900000.0,21300000,2011
Shaun the Sheep Movie,LGF,19400000.0,86800000,2015
She's Funny That Way,LGP,112000.0,,2015
She's Out of My League,Par.,32000000.0,17800000,2010
Sherlock Gnomes,Par.,43200000.0,47100000,2018
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011
Shin Godzilla,FUN,1900000.0,76000000,2016
Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012
Shootout at Wadala,Eros,370000.0,,2013
Shoplifters,Magn.,3300000.0,,2018
Short Term 12,Cdgm.,1000000.0,,2013
Show Dogs,Global Road,17900000.0,21300000,2018
Shrek Forever After,P/DW,238700000.0,513900000,2010
Shubh Mangal Saavdhan,Eros,690000.0,,2017
Shut In,EC,6900000.0,6200000,2016
Shutter Island,Par.,128000000.0,166800000,2010
Sicario,LGF,46900000.0,38000000,2015
Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
Siddharth,Zeit.,60500.0,,2014
Side Effects (2013),ORF,32200000.0,31200000,2013
Sightseers,IFC,61800.0,,2013
Silence (2016),Par.,7100000.0,16600000,2016
Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012
Silent House,ORF,12800000.0,347000,2012
Silver Linings Playbook,Wein.,132100000.0,104300000,2012
Simon and the Oaks,TFA,151000.0,2400000,2012
Sing,Uni.,270400000.0,363800000,2016
Sing Street,Wein.,3200000.0,10400000,2016
Singh Saab The Great,Eros,226000.0,,2013
Singh is Bling,Eros,919000.0,,2015
Singham,Relbig.,351000.0,,2011
Singham Returns,Eros,1200000.0,,2014
Singularity,VE,4200.0,,2017
Sinister,LG/S,48100000.0,29600000,2012
Sinister 2,Focus,27700000.0,25100000,2015
Sister (2012),AF,155000.0,400000,2012
Sisters,Uni.,87000000.0,18000000,2015
Skin Trade,Magn.,1200.0,,2015
Skyfall,Sony,304400000.0,804200000,2012
Skyline,Uni.,21400000.0,45400000,2010
Skyscraper,Uni.,68400000.0,236400000,2018
Slack Bay,KL,113000.0,,2017
Sleeping Beauty (2011) (II),IFC,36600.0,,2011
Sleeping with Other People,IFC,819000.0,2400000,2015
Sleepless,ORF,20800000.0,12100000,2017
Sleepless Night,Trib.,3400.0,,2012
Slender Man,SGem,30600000.0,21200000,2018
Slow West,A24,229000.0,,2015
Smallfoot,WB,83200000.0,130900000,2018
Smashed,SPC,377000.0,,2012
Smurfs: The Lost Village,Sony,45000000.0,152200000,2017
Snatched,Fox,45900000.0,15000000,2017
Snitch,LG/S,42900000.0,,2013
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011
Snow Girl and the Dark Crystal,WGUSA,165000.0,,2015
Snow White and the Huntsman,Uni.,155300000.0,241300000,2012
Snowden,ORF,21600000.0,15700000,2016
Snowpiercer,RTWC,4600000.0,82200000,2014
So Young,CL,11200.0,,2013
So Young 2: Never Gone,CL,96400.0,,2016
Solace,LGP,,22400000,2016
Soldiers of Fortune,RAtt.,38900.0,1500000,2012
Solitary Man,Anch.,4400000.0,818000,2010
Solo: A Star Wars Story,BV,213800000.0,179200000,2018
Solomon Kane,RTWC,,19600000,2012
Some Like It Hot (Qing Shung),CL,100000.0,95600000,2017
Something Borrowed,WB,39000000.0,21100000,2011
Something From Nothing: The Art of Rap,IM,288000.0,,2012
Somewhere,Focus,1800000.0,12200000,2010
Somewhere Only We Know,CL,482000.0,,2015
Son of God,Fox,59700000.0,8100000,2014
Son of Sardaar,Eros,772000.0,,2012
Son of Saul,SPC,1800000.0,,2015
Song One,TFA,32299.0,,2015
Song of the Sea,GK,858000.0,,2014
Song to Song,BG,444000.0,,2017
Songs My Brothers Taught Me,KL,34800.0,,2016
Soorma,Sony,390000.0,6200000,2018
Soul Kitchen,IFC,277000.0,17600000,2010
Soul Surfer,TriS,43900000.0,3200000,2011
Sound City,Vari.,423000.0,,2013
Sound of My Voice,FoxS,408000.0,,2012
Source Code,Sum.,54700000.0,92600000,2011
South of the Border,CLS,199000.0,70800,2010
